BONUSZ;ARBEVETEL;TJB;AKTIV_NAPOK;KAMPANY_HOSSZA;PONT_NAP;PONT_HONAP;RFM_SCORE_NO;KAMPANYAFFINITAS;TELJESITES
500;0;0;0;4;4;7,7153;1;0;0
2000;0;2000;1;4;4;7,7153;4;0;0
2000;0;4520;2;4;4;7,7153;6;0;0
1000;0;3454;10;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;169843;31000;1;4;4;7,7153;5;0;0
5000;10976;58725;12;4;4;7,7153;7;0,5;1
1000;1500;4522;6;4;4;7,7153;4;0,111111111;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;0;2000;1;4;4;7,7153;1;0;0
2000;0;4648;1;4;4;7,7153;5;0;0
500;0;0;0;4;4;7,7153;1;0;0
10000;929100;980900;3;4;4;7,7153;7;0;1
2000;4986;7500;6;4;4;7,7153;6;0;0
10000;752459;156269;29;4;4;7,7153;10;0,5;1
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;3;0;0
1000;0;5377;10;4;4;7,7153;9;0,571428571;0
1000;0;0;0;4;4;7,7153;1;0;0
5000;69342;68931;17;4;4;7,7153;9;0,583333333;1
500;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;4;0;0
10000;210190;109514;31;4;4;7,7153;10;0,352941176;1
500;0;0;0;4;4;7,7153;1;0;0
2000;7837;4936;10;4;4;7,7153;7;0,142857143;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;17000;3;4;4;7,7153;8;0,642857143;0
2000;74510;-16901;22;4;4;7,7153;8;0,461538462;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;6;0,222222222;0
500;0;0;0;4;4;7,7153;1;0;0
1000;3000;-2541;8;4;4;7,7153;4;0;0
10000;1006874;82097;26;4;4;7,7153;10;0,266666667;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;4000;17000;6;4;4;7,7153;8;0,333333333;0
2000;0;600;4;4;4;7,7153;7;0,333333333;0
2000;650;7160;10;4;4;7,7153;7;0;0
20000;1262445;646000;31;4;4;7,7153;10;1;1
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;5000;42000;4;4;4;7,7153;6;0;0
1000;0;-1413;1;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;4;0,307692308;1
2000;0;24312;6;4;4;7,7153;6;0;0
2000;0;15000;3;4;4;7,7153;5;0;0
2000;96477;39705;15;4;4;7,7153;7;0,368421053;1
1000;0;3000;2;4;4;7,7153;3;0,076923077;0
10000;211587;11298;24;4;4;7,7153;9;0,428571429;1
2000;0;0;0;4;4;7,7153;3;0,5;0
2000;9439;14652;28;4;4;7,7153;8;0,333333333;1
2000;74474;75956;19;4;4;7,7153;8;0,1;1
2000;0;4500;2;4;4;7,7153;6;0;0
500;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0,125;0
2000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;2;0,5;0
500;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0;0
1000;45200;20000;1;4;4;7,7153;1;0;1
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;5;0,125;0
2000;0;0;0;4;4;7,7153;5;0;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
10000;12000;5000;13;4;4;7,7153;9;0,090909091;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;281579;39503;31;4;4;7,7153;7;0,083333333;0
2000;12648;25550;29;4;4;7,7153;6;0,444444444;1
2000;0;9017;6;4;4;7,7153;5;0,142857143;0
2000;700;700;1;4;4;7,7153;4;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;3;0;0
2000;0;24973;2;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;14650;29050;7;4;4;7,7153;5;0,375;1
1000;0;0;0;4;4;7,7153;6;0;0
10000;180330;26020;16;4;4;7,7153;10;0,5;1
2000;2450;10441;6;4;4;7,7153;5;0;1
2000;0;0;0;4;4;7,7153;1;0;0
2000;4000;9000;5;4;4;7,7153;5;0;0
2000;0;2000;1;4;4;7,7153;3;0;1
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;1100;4;4;4;7,7153;5;0;0
10000;0;0;0;4;4;7,7153;5;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;13000;5401;8;4;4;7,7153;8;0,25;0
500;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;1;0;0
5000;0;-58284;1;4;4;7,7153;10;0,2;0
2000;123630;22704;31;4;4;7,7153;9;0,8;1
2000;0;12743;6;4;4;7,7153;4;0,111111111;0
2000;78705;15498;4;4;4;7,7153;5;0;0
2000;12105;21500;19;4;4;7,7153;6;0,285714286;1
500;0;0;0;4;4;7,7153;2;0;0
500;1500;1408;2;4;4;7,7153;4;0;0
1000;0;0;0;4;4;7,7153;3;0;0
1000;0;0;0;4;4;7,7153;3;0;0
1000;2000;2000;5;4;4;7,7153;6;0;0
1000;0;5000;1;4;4;7,7153;2;0;0
2000;0;1341;1;4;4;7,7153;5;0,181818182;0
2000;8483;2236;13;4;4;7,7153;4;0;1
2000;0;0;0;4;4;7,7153;3;0;0
2000;60429;12933;22;4;4;7,7153;6;0;0
2000;55937;69434;21;4;4;7,7153;8;0,4;1
2000;0;0;0;4;4;7,7153;4;0;0
10000;441279;55128;29;4;4;7,7153;10;0,5;1
2000;0;0;0;4;4;7,7153;4;0;0
2000;4338;1102;11;4;4;7,7153;6;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;1500;1500;1;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;4;0;0
2000;64002;-33788;6;4;4;7,7153;7;0,421052632;1
500;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;434774;86805;25;4;4;7,7153;8;0,210526316;1
2000;91000;-1628;2;4;4;7,7153;4;0;0
2000;0;3000;1;4;4;7,7153;1;0;0
2000;0;4695;1;4;4;7,7153;6;0;0
1000;0;5301;12;4;4;7,7153;6;0;0
1000;0;0;0;4;4;7,7153;1;0;1
500;113781;-3660;13;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;5;0,25;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;500;1;4;4;7,7153;4;0;0
2000;4700;843;28;4;4;7,7153;5;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0,5;0
2000;12893;31711;28;4;4;7,7153;10;0,2;0
2000;0;6842;4;4;4;7,7153;6;0,117647059;0
2000;0;0;0;4;4;7,7153;8;0,0625;0
2000;67436;6491;15;4;4;7,7153;7;0,714285714;0
1000;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;2;0,5;0
1000;1000;8700;8;4;4;7,7153;2;0;0
2000;40852;19852;15;4;4;7,7153;4;0;1
2000;0;1000;1;4;4;7,7153;5;1;0
1000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;3;0,090909091;0
2000;80745;1589;5;4;4;7,7153;8;0,2;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;24000;24000;7;4;4;7,7153;5;0;1
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
5000;0;20000;5;4;4;7,7153;7;0;0
2000;0;0;0;4;4;7,7153;6;0;0
2000;5000;2221;9;4;4;7,7153;7;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;58000;4;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;6;0,235294118;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;-309;1;4;4;7,7153;4;0;0
500;0;9931;1;4;4;7,7153;2;0;0
1000;157;1084;4;4;4;7,7153;5;0;0
10000;0;288471;12;4;4;7,7153;9;0,096774194;0
2000;0;0;0;4;4;7,7153;3;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;7;0;0
500;0;0;0;4;4;7,7153;7;0;0
2000;190960;66434;30;4;4;7,7153;6;0,444444444;1
2000;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;1;0;0
10000;140507;126012;16;4;4;7,7153;10;0,714285714;1
1000;9883;1100;2;4;4;7,7153;2;0;0
10000;218195;155000;23;4;4;7,7153;10;0,258064516;0
2000;23500;23500;2;4;4;7,7153;8;0;0
2000;5000;90930;9;4;4;7,7153;8;0,090909091;0
2000;682250;135271;15;4;4;7,7153;7;0,333333333;0
500;0;1000;1;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0;0
10000;168433;235526;31;4;4;7,7153;10;0,4375;1
2000;1500;7000;6;4;4;7,7153;7;0,2;0
2000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;7;0;0
2000;0;0;0;4;4;7,7153;3;0;0
5000;12160;22900;21;4;4;7,7153;10;0,166666667;0
2000;0;0;0;4;4;7,7153;4;0;0
2000;467370;-10835;18;4;4;7,7153;6;0,285714286;1
1000;0;7200;3;4;4;7,7153;2;0;0
5000;0;0;0;4;4;7,7153;7;0,5;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;4;0;0
2000;4000;13600;6;4;4;7,7153;6;0,5;0
1000;6440;-1121;4;4;4;7,7153;3;0;0
2000;15498;10999;21;4;4;7,7153;7;0,565217391;1
1000;0;1755;5;4;4;7,7153;7;0;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;6;0,583333333;0
1000;12487;7591;14;4;4;7,7153;6;0,769230769;1
500;0;5000;1;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;4;0;0
500;2405;1523;6;4;4;7,7153;5;0;1
500;0;0;0;4;4;7,7153;1;0;0
2000;64059;13691;27;4;4;7,7153;9;0,181818182;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;1;0;0
1000;5450;-51;31;4;4;7,7153;7;0;0
1000;4000;5485;4;4;4;7,7153;6;0;0
2000;58850;-6322;8;4;4;7,7153;6;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;3990;1;4;4;7,7153;5;0;0
1000;0;0;0;4;4;7,7153;1;0,25;0
1000;2457;-2294;2;4;4;7,7153;5;0;0
2000;42195;-26813;24;4;4;7,7153;6;0,2;0
2000;0;0;0;4;4;7,7153;8;0,172413793;0
10000;369234;108303;29;4;4;7,7153;10;0,736842105;1
2000;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;2;0,1;0
2000;409748;-107885;15;4;4;7,7153;9;0,227272727;1
2000;139553;-3846;2;4;4;7,7153;4;0;1
5000;0;30000;5;4;4;7,7153;10;0,444444444;1
500;0;0;0;4;4;7,7153;1;0;0
500;2150;2150;1;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;7;0;0
2000;275152;124500;10;4;4;7,7153;6;0,090909091;0
1000;0;0;0;4;4;7,7153;1;1;0
2000;9500;107;7;4;4;7,7153;6;0,476190476;1
1000;0;4000;1;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0,1;0
2000;0;16177;2;4;4;7,7153;8;0;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;1500;153820;11;4;4;7,7153;9;0,043478261;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;4600;2829;2;4;4;7,7153;6;0;0
2000;65584;13575;8;4;4;7,7153;8;0,058823529;1
1000;0;0;0;4;4;7,7153;1;0;0
500;0;500;1;4;4;7,7153;1;0;0
1000;650;2705;20;4;4;7,7153;7;0,125;1
2000;80000;-43621;2;4;4;7,7153;2;1;0
2000;1500;4500;8;4;4;7,7153;6;0;0
2000;0;0;0;4;4;7,7153;5;0,142857143;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;49169;38062;9;4;4;7,7153;4;0;1
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;132130;94150;12;4;4;7,7153;8;0,0625;0
2000;0;0;0;4;4;7,7153;4;0;0
2000;0;6100;10;4;4;7,7153;6;0,153846154;0
2000;37200;198200;8;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;1;0;0
10000;338241;108248;7;4;4;7,7153;9;0,2;1
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;10000;2;4;4;7,7153;2;0;0
2000;0;102990;12;4;4;7,7153;9;0,333333333;0
10000;76796;33572;31;4;4;7,7153;10;0,352941176;0
1000;0;3000;1;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0,333333333;0
5000;0;20000;2;4;4;7,7153;6;0;0
500;0;500;1;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;9;0,066666667;0
2000;500;6438;19;4;4;7,7153;7;0;0
2000;0;0;0;4;4;7,7153;1;0;0
10000;1300;-182000;7;4;4;7,7153;9;0,176470588;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;2000;5470;5;4;4;7,7153;6;0,111111111;0
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;7;0;0
2000;0;0;0;4;4;7,7153;3;0,090909091;0
2000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;11000;5;4;4;7,7153;7;0,142857143;0
2000;0;8200;3;4;4;7,7153;3;0;0
10000;0;0;0;4;4;7,7153;7;0,2;0
500;0;2000;1;4;4;7,7153;5;0,307692308;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;5;0;0
500;0;0;0;4;4;7,7153;2;0;0
1000;0;2500;1;4;4;7,7153;3;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;2020;2950;13;4;4;7,7153;7;0;0
500;0;2500;2;4;4;7,7153;2;0;0
2000;0;15406;4;4;4;7,7153;5;0,066666667;0
500;0;0;0;4;4;7,7153;1;0;0
500;0;6297;8;4;4;7,7153;2;0;1
2000;0;8250;1;4;4;7,7153;7;0,1;0
1000;27748;10492;14;4;4;7,7153;2;0;1
2000;1731;495;15;4;4;7,7153;7;0;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;0;0;0;4;4;7,7153;8;0,315789474;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;3000;1;4;4;7,7153;7;0;0
2000;0;20000;1;4;4;7,7153;5;0,058823529;1
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;4;0;1
20000;0;482569;4;4;4;7,7153;9;0,0625;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;3;1;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;2500;5;4;4;7,7153;7;0;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;4;0;0
1000;1000;1000;1;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;3000;2794;1;4;4;7,7153;5;0;0
2000;50595;35354;31;4;4;7,7153;6;0,071428571;0
1000;0;4250;1;4;4;7,7153;2;0,111111111;0
1000;0;0;0;4;4;7,7153;4;0,066666667;0
2000;0;0;0;4;4;7,7153;3;0,090909091;0
2000;181897;-35021;21;4;4;7,7153;9;0,083333333;1
2000;0;0;0;4;4;7,7153;5;0;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;3;0;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;3;0;0
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;1;0;1
500;0;0;0;4;4;7,7153;3;0;0
1000;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;1;0;0
10000;744516;152007;31;4;4;7,7153;10;0,916666667;1
2000;0;0;0;4;4;7,7153;6;0,375;0
2000;0;0;0;4;4;7,7153;5;0,4;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;-8500;3;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;2;0;0
1000;18180;-980;5;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;3;0;0
2000;0;5150;3;4;4;7,7153;5;0,142857143;0
2000;75730;30907;14;4;4;7,7153;9;0,117647059;1
1000;0;900;1;4;4;7,7153;3;0,2;1
2000;27000;15181;4;4;4;7,7153;6;0,444444444;0
1000;0;0;0;4;4;7,7153;3;0;0
1000;6495;1600;2;4;4;7,7153;2;0,2;0
2000;0;5000;1;4;4;7,7153;4;0,090909091;0
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;10131;26430;12;4;4;7,7153;5;0;0
1000;0;1640;3;4;4;7,7153;5;0;0
2000;66387;-40145;28;4;4;7,7153;8;0,545454545;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;9100;16700;4;4;4;7,7153;5;0;0
500;4978;2697;22;4;4;7,7153;5;0;1
2000;0;0;0;4;4;7,7153;4;0;0
500;0;5707;5;4;4;7,7153;1;0;0
2000;4829;15501;5;4;4;7,7153;4;0;1
1000;0;-3998;10;4;4;7,7153;2;0;0
1000;1000;2000;2;4;4;7,7153;4;0,333333333;0
2000;0;0;0;4;4;7,7153;3;0;1
500;0;0;0;4;4;7,7153;8;0;0
500;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;2;0;0
10000;0;0;0;4;4;7,7153;9;0,545454545;0
2000;29794;30134;29;4;4;7,7153;6;1;1
2000;176000;51638;13;4;4;7,7153;7;0;0
2000;0;2000;1;4;4;7,7153;4;0,142857143;0
2000;0;0;0;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;0;1500;3;4;4;7,7153;7;0,055555556;0
2000;0;0;0;4;4;7,7153;4;0;0
2000;97100;53043;20;4;4;7,7153;6;0,571428571;1
5000;20000;20000;1;4;4;7,7153;8;0,2;0
1000;8949;-1777;3;4;4;7,7153;3;0;0
2000;0;2030;5;4;4;7,7153;7;0;0
500;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;4;0,125;0
2000;0;0;0;4;4;7,7153;4;0,214285714;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;4;0,25;0
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;12430;15039;8;4;4;7,7153;3;0;1
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;3;0;0
2000;6048;5300;5;4;4;7,7153;3;0;0
1000;0;0;0;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;1;0,090909091;0
500;0;0;0;4;4;7,7153;1;0;0
2000;3000;-2158;3;4;4;7,7153;6;0,4;0
1000;0;0;0;4;4;7,7153;3;0,5;0
500;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;3;0,333333333;0
2000;2000;44644;8;4;4;7,7153;5;0,285714286;1
2000;0;2000;1;4;4;7,7153;3;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;6930;6650;12;4;4;7,7153;7;0;1
2000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
500;0;-931;1;4;4;7,7153;5;0;0
2000;0;537;6;4;4;7,7153;6;0,166666667;0
1000;800;1700;7;4;4;7,7153;4;0;0
2000;38455;55810;19;4;4;7,7153;7;0,157894737;1
2000;0;0;0;4;4;7,7153;3;0,5;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0,076923077;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;3;0,142857143;0
2000;0;5000;1;4;4;7,7153;6;0,045454545;0
10000;99449;69400;14;4;4;7,7153;9;0,285714286;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;1;1;0
2000;5669;9951;6;4;4;7,7153;3;0;0
1000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;2200;1;4;4;7,7153;6;0,090909091;0
500;200;2092;6;4;4;7,7153;3;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;2000;2490;3;4;4;7,7153;1;0;0
2000;20000;21000;8;4;4;7,7153;7;0,111111111;0
1000;5121;1000;4;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;4500;5500;5;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
10000;220659;114654;14;4;4;7,7153;9;0,666666667;1
500;0;0;0;4;4;7,7153;1;0;0
2000;0;5000;1;4;4;7,7153;8;0,25;0
500;0;0;0;4;4;7,7153;3;0;0
1000;0;0;0;4;4;7,7153;5;0,076923077;0
2000;0;12000;3;4;4;7,7153;4;0,333333333;1
500;0;-10507;3;4;4;7,7153;2;0;0
2000;0;49625;2;4;4;7,7153;5;0;1
500;0;500;1;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;8000;7932;10;4;4;7,7153;6;0,25;0
1000;0;0;0;4;4;7,7153;3;0,083333333;0
10000;17009;11700;3;4;4;7,7153;9;0,045454545;0
2000;11913;22425;10;4;4;7,7153;7;0,166666667;0
500;0;0;0;4;4;7,7153;3;0;0
500;0;0;0;4;4;7,7153;2;0;0
2000;4470;2991;4;4;4;7,7153;8;0,2;0
1000;0;0;0;4;4;7,7153;2;0;0
2000;64989;71061;31;4;4;7,7153;9;0,181818182;1
500;450;1964;11;4;4;7,7153;7;0;1
2000;0;24000;2;4;4;7,7153;6;0,222222222;0
2000;0;0;0;4;4;7,7153;6;0;0
2000;0;5000;1;4;4;7,7153;2;0;0
2000;11887;2000;5;4;4;7,7153;5;0;0
2000;0;18200;6;4;4;7,7153;5;0,666666667;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;7;0,0625;0
2000;559005;70440;16;4;4;7,7153;6;0;0
500;0;1000;1;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;3;0,555555556;0
1000;0;0;0;4;4;7,7153;5;0;0
2000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
10000;10000;-1228;4;4;4;7,7153;8;0;0
2000;40607;14600;6;4;4;7,7153;8;0,227272727;0
1000;0;0;0;4;4;7,7153;3;0;0
500;0;0;0;4;4;7,7153;2;0,285714286;0
10000;138627;108900;3;4;4;7,7153;9;0,083333333;0
1000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;0;11000;6;4;4;7,7153;2;0;1
2000;0;0;0;4;4;7,7153;5;0,125;0
1000;0;0;0;4;4;7,7153;1;0;0
10000;0;18400;6;4;4;7,7153;9;0,12;0
2000;83758;37494;31;4;4;7,7153;7;0,294117647;1
500;0;0;0;4;4;7,7153;2;0,333333333;0
1000;13004;10600;9;4;4;7,7153;3;0;0
2000;1520;1351;11;4;4;7,7153;5;0,5;1
2000;0;11000;2;4;4;7,7153;4;0;0
10000;0;0;0;4;4;7,7153;5;0;0
1000;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
500;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;63732;78957;18;4;4;7,7153;8;0,333333333;0
2000;0;4000;2;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;1000;1000;1;4;4;7,7153;5;0,071428571;0
2000;0;0;0;4;4;7,7153;5;0;0
2000;60807;94000;31;4;4;7,7153;9;0,473684211;1
1000;1024;682;1;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;3;0;0
1000;3000;15571;11;4;4;7,7153;2;0;1
500;0;1000;2;4;4;7,7153;4;0;0
2000;24608;6261;26;4;4;7,7153;6;0,454545455;1
500;0;0;0;4;4;7,7153;3;0;0
2000;0;0;0;4;4;7,7153;5;0;0
1000;0;0;0;4;4;7,7153;2;0;0
2000;0;1000;1;4;4;7,7153;6;0,2;0
2000;500;2454;7;4;4;7,7153;5;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;3000;43200;5;4;4;7,7153;6;0,1;0
2000;0;0;0;4;4;7,7153;2;0;0
1000;0;0;0;4;4;7,7153;1;0;1
2000;3599;36266;14;4;4;7,7153;6;0;1
500;55811;751;8;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
1000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;3;0;0
2000;10524;8970;23;4;4;7,7153;6;0;0
1000;0;500;1;4;4;7,7153;2;0;0
2000;0;0;0;4;4;7,7153;5;0,1;1
2000;0;2000;1;4;4;7,7153;5;0;0
500;0;500;1;4;4;7,7153;2;0;0
2000;1210;-890;5;4;4;7,7153;7;0;0
1000;0;1000;2;4;4;7,7153;4;0;0
2000;0;0;0;4;4;7,7153;4;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;4800;2;4;4;7,7153;5;0,095238095;0
2000;4289;0;11;4;4;7,7153;4;0;1
500;1000;2000;2;4;4;7,7153;2;0;0
2000;1000;11923;14;4;4;7,7153;8;0,125;0
500;0;0;0;4;4;7,7153;1;0;0
2000;0;0;0;4;4;7,7153;2;0;0
500;0;0;0;4;4;7,7153;3;0;0
500;0;0;0;4;4;7,7153;1;0;0
2000;104636;18626;31;4;4;7,7153;7;0,1;1
10000;12000;19000;7;4;4;7,7153;10;0,28;1
